-0.0181, 0.0121, -0.1712,  0.4263,  0.0917,  0.3946,  0.5208,  0.4218,  0.0484,  0.2864,  0.3013
0.0119, -0.0455, -0.1540,  0.0118, -0.5177,  0.3143,  0.1421,  0.2005, -0.4233, -0.5077, -0.3314
0.3020,  0.6464,  0.5846,  0.1261, -0.0925, -0.0073,  0.1339,  0.1308,  0.2256, -0.1577, -0.1175
0.4582, -0.0329,  0.1925, -0.3722, -0.2523,  0.0804, -0.1184,  0.0956, -0.4317,  0.2931,  0.4978
0.7454, -0.4090, -0.0287,  0.1037,  0.3109,  0.2026,  0.0053, -0.0801,  0.1508, -0.0849, -0.3023
0.1543,  0.0725, -0.0792,  0.5828, -0.2722, -0.1692,  0.1121, -0.6603, -0.2172,  0.0711,  0.1402
